rank,profile_value,motif_start,motif_end,neighbor_start,neighbor_end,motif_return_pct,neighbor_return_pct,motif_abs_change,neighbor_abs_change,motif_range_pct,neighbor_range_pct,motif_max_drawdown_pct,neighbor_max_drawdown_pct,motif_realized_vol,neighbor_realized_vol,motif_volume_sum,neighbor_volume_sum,raw_price_corr,z_normalized_corr
1,1.5760775674355556,2025-01-07 10:52:00+00:00,2025-01-07 11:51:00+00:00,2025-01-05 07:15:00+00:00,2025-01-05 08:14:00+00:00,-0.7345986260502202,-0.43447527730670066,-745.0299999999988,-427.43000000000757,0.9494674670215445,0.47132278169890984,-0.9491589108570286,-0.47121951219512015,0.0005223197912887034,0.00024901562800970376,1341.43193,286.26200000000006,0.9792998291784228,0.9792998291784226
2,1.8179042099326423,2025-01-03 08:55:00+00:00,2025-01-03 09:54:00+00:00,2025-01-06 14:27:00+00:00,2025-01-06 15:26:00+00:00,0.4649461476358363,2.4866095819747747,447.3000000000029,2464.479999999996,0.6060307454865234,2.7106433706773467,-0.1036643847612817,-0.452759953504811,0.0003304528883854783,0.0011780873244812778,540.2608200000001,4782.492799999999,0.9724602023626424,0.9724602023626431
3,1.8275650723588053,2025-01-02 04:01:00+00:00,2025-01-02 05:00:00+00:00,2025-01-01 13:23:00+00:00,2025-01-01 14:22:00+00:00,0.5468827765912065,0.5503511930485594,519.7399999999907,515.5099999999948,1.0625986854358136,0.8658441700416603,-0.4564314012720172,-0.2935548588120285,0.0006417085051160482,0.0005440037825819494,916.7769999999999,542.4033000000001,0.9721667158857673,0.9721667158857675
