experiment_name,dataset_name,sample_name,feature_mode,feature_tag,feature_columns,motif_set_id,n_occurrences,avg_length,median_length,min_length,max_length,first_start_time,last_end_time,total_time_span_covered_minutes,avg_gap_minutes,time_concentration_ratio,aligned_length_for_metrics,avg_pairwise_distance_z,dispersion_log_return_z,dispersion_vol_60m_z
btcusdt_1m_locomotif_main_l30_120_rho07_debug1k,BTCUSDT_1m_processed,BTCUSDT_1m,main,main,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",0,10,32.1,33.0,18,42,2017-08-17 08:00:00+00:00,2017-08-18 00:12:00+00:00,972.0,73.44444444444444,0.33024691358024694,18,10.478852247442287,1.0403475579528518,0.5024337820975665
