experiment_name,dataset_name,sample_name,feature_mode,feature_tag,feature_columns,motif_set_id,n_occurrences,avg_length,median_length,min_length,max_length,first_start_time,last_end_time,total_time_span_covered_minutes,avg_gap_minutes,time_concentration_ratio,aligned_length_for_metrics,avg_pairwise_distance_z,dispersion_log_return_z,dispersion_vol_60m_z
btcusdt_1m_locomotif_returns_l30_120_rho07_debug1k,BTCUSDT_1m_processed,BTCUSDT_1m,returns,returns,"[""log_return""]",0,9,34.22222222222222,34.0,32,37,2017-08-17 05:48:00+00:00,2017-08-17 17:13:00+00:00,685.0,48.25,0.44963503649635034,32,5.671052659895334,0.705180415150967,
