experiment_name,dataset_name,sample_name,feature_mode,feature_tag,feature_columns,motif_set_id,n_occurrences,avg_length,median_length,min_length,max_length,first_start_time,last_end_time,total_time_span_covered_minutes,avg_gap_minutes,time_concentration_ratio,aligned_length_for_metrics,avg_pairwise_distance_z,dispersion_log_return_z,dispersion_vol_60m_z
btcusdt_1m_locomotif_volonly_l30_120_rho07_debug1k,BTCUSDT_1m_processed,BTCUSDT_1m,volonly,volonly,"[""vol_30m"", ""vol_60m"", ""vol_240m""]",0,12,27.75,27.5,17,57,2017-08-17 08:02:00+00:00,2017-08-18 00:19:00+00:00,977.0,59.63636363636363,0.34083930399181167,17,3.955580445809403,,0.37235925973359735
