motif_set_id,occurrence_id,candidate_start_idx,candidate_end_idx,candidate_start_time,candidate_end_time,start_idx,end_idx,length,start_time,end_time,l_min,l_max,rho,overlap,warping,nb,feature_columns,sample_name,dataset_name
2,0,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,1652,1682,30,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,1,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4037,4063,26,2017-08-20 03:17:00+00:00,2017-08-20 03:42:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,2,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,3986,4030,44,2017-08-20 02:26:00+00:00,2017-08-20 03:09:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,3,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4933,4958,25,2017-08-20 18:13:00+00:00,2017-08-20 18:37:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,4,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,291,323,32,2017-08-17 12:51:00+00:00,2017-08-17 13:22:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,5,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,41,60,19,2017-08-17 08:41:00+00:00,2017-08-17 08:59:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,6,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,1892,1916,24,2017-08-18 15:32:00+00:00,2017-08-18 15:55:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,7,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4198,4218,20,2017-08-20 05:58:00+00:00,2017-08-20 06:17:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,8,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4070,4122,52,2017-08-20 03:50:00+00:00,2017-08-20 04:41:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,9,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,1933,1968,35,2017-08-18 16:13:00+00:00,2017-08-18 16:47:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,10,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4901,4925,24,2017-08-20 17:41:00+00:00,2017-08-20 18:04:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,11,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,121,147,26,2017-08-17 10:01:00+00:00,2017-08-17 10:26:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,12,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,967,991,24,2017-08-18 00:07:00+00:00,2017-08-18 00:30:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,13,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4118,4162,44,2017-08-20 04:38:00+00:00,2017-08-20 05:21:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,14,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,357,384,27,2017-08-17 13:57:00+00:00,2017-08-17 14:23:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,15,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,3665,3685,20,2017-08-19 21:05:00+00:00,2017-08-19 21:24:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,16,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,407,431,24,2017-08-17 14:47:00+00:00,2017-08-17 15:10:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,17,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,0,26,26,2017-08-17 08:00:00+00:00,2017-08-17 08:25:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,18,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4175,4200,25,2017-08-20 05:35:00+00:00,2017-08-20 05:59:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,19,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,2643,2665,22,2017-08-19 04:03:00+00:00,2017-08-19 04:24:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,20,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,1103,1124,21,2017-08-18 02:23:00+00:00,2017-08-18 02:43:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
2,21,1652,1682,2017-08-18 11:32:00+00:00,2017-08-18 12:01:00+00:00,4476,4503,27,2017-08-20 10:36:00+00:00,2017-08-20 11:02:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,0,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,324,354,30,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,1,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,1747,1773,26,2017-08-18 13:07:00+00:00,2017-08-18 13:32:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,2,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,4828,4845,17,2017-08-20 16:28:00+00:00,2017-08-20 16:44:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,3,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,4218,4239,21,2017-08-20 06:18:00+00:00,2017-08-20 06:38:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,4,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,1683,1708,25,2017-08-18 12:03:00+00:00,2017-08-18 12:27:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,5,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,428,452,24,2017-08-17 15:08:00+00:00,2017-08-17 15:31:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,6,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,4956,4989,33,2017-08-20 18:36:00+00:00,2017-08-20 19:08:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,7,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,106,123,17,2017-08-17 09:46:00+00:00,2017-08-17 10:02:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,8,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,1873,1894,21,2017-08-18 15:13:00+00:00,2017-08-18 15:33:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,9,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,71,100,29,2017-08-17 09:11:00+00:00,2017-08-17 09:39:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
3,10,324,354,2017-08-17 13:24:00+00:00,2017-08-17 13:53:00+00:00,906,941,35,2017-08-17 23:06:00+00:00,2017-08-17 23:40:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,0,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,1373,1405,32,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,1,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,1050,1082,32,2017-08-18 01:30:00+00:00,2017-08-18 02:01:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,2,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,518,551,33,2017-08-17 16:38:00+00:00,2017-08-17 17:10:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,3,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,1318,1349,31,2017-08-18 05:58:00+00:00,2017-08-18 06:28:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,4,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,1202,1240,38,2017-08-18 04:02:00+00:00,2017-08-18 04:39:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,5,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,4859,4891,32,2017-08-20 16:59:00+00:00,2017-08-20 17:30:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,6,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,3409,3434,25,2017-08-19 16:49:00+00:00,2017-08-19 17:13:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,7,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,2422,2450,28,2017-08-19 00:22:00+00:00,2017-08-19 00:49:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
4,8,1373,1405,2017-08-18 06:53:00+00:00,2017-08-18 07:24:00+00:00,2744,2769,25,2017-08-19 05:44:00+00:00,2017-08-19 06:08:00+00:00,30,120,0.7,0.1,True,5,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",BTCUSDT_1m,BTCUSDT_1m_processed
