experiment_name,dataset_name,sample_name,feature_mode,feature_tag,feature_columns,motif_set_id,n_occurrences,avg_length,median_length,min_length,max_length,first_start_time,last_end_time,total_time_span_covered_minutes,avg_gap_minutes,time_concentration_ratio,aligned_length_for_metrics,avg_pairwise_distance_z,dispersion_log_return_z,dispersion_vol_60m_z
btcusdt_1m_locomotif_main_l30_120_rho08_debug500,BTCUSDT_1m_processed,BTCUSDT_1m,main,main,"[""log_return"", ""vol_30m"", ""vol_60m"", ""vol_240m"", ""log_volume""]",0,3,52.0,53.0,46,57,2017-08-17 11:40:00+00:00,2017-08-17 14:19:00+00:00,159.0,3.0,0.9811320754716981,46,12.170240240840592,0.5644270926232359,0.17051477798166412
